"id"	"name"	"country"	"state"	"city"	"address"	"longitude"	"latitude"	"source"	"type"	"long.qry"	"lat.qry"	"address.qry"
"6448"	NA	"Universidad de Panama"	"Panama"	""	"Panamá"	"Ciudad Universitaria.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-79.5353711	8.9846569	"Universidad de Panamá, Transístmica, Panamá, Panama"
"6449"	NA	"Royal Alberta Museum"	"Canada"	"Alberta"	"Edmonton"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6450"	NA	"Horto Florestal"	"Brazil"	"Minas Gerais"	"35774 Paraopeba"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-46.6298195	-23.4560035	"Horto Florestal, São Paulo - State of São Paulo, Brazil"
"6451"	NA	"City Museum and Records Office"	"United Kingdom"	"England"	"Portsmouth, Hampshire PO1 2LJ"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6452"	NA	"Portsmouth Philosophical Society"	"United Kingdom"	"England"	"Portsmouth, Hampshire"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-1.0879769	50.8197675	"Portsmouth, UK"
"6453"	NA	"Podunajske muzeum"	"Slovakia"	""	"CS-945 01 Komárno"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6454"	NA	"Pakistan Museum of Natural History"	"Pakistan"	"Islamabad"	"Islamabad"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6455"	NA	"Pacific Marine Station"	"USA"	"California"	"Dillon Beach"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-117.4901158	33.3259923	"Old Pacific Hwy Trail, Camp Pendleton North, CA 92055, USA"
"6456"	NA	"Prefeitura do Municipio de Sao Paulo"	"Brazil"	"São Paulo"	"04030-000 São Paulo"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-46.7382292	-23.5595005	"Praça da Prefeitura - Butantã, São Paulo - SP, Brazil"
"6457"	NA	"University of the Philippines"	"Philippines"	""	"Siniloan"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	123.898724	10.322424	"University of The Philippines, Cebu City, Cebu, Philippines"
"6458"	NA	"Pilikula Nisarga Dhama"	"India"	""	"Mangalore"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	74.8958481	12.9299317	"Pilikula Nisarga Dhama, Vamanjoor, Mudushedde, Karnataka 575028"
"6459"	NA	"Division of Primary Industry"	"Papua New Guinea"	""	"Konedobu"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6460"	NA	"National Museum"	"Philippines"	""	"Manila"	"P. Burgos Street, Congress Building.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	121.774017	12.879721	"Philippines"
"6461"	NA	"Polytechnic of North London"	"United Kingdom"	"England"	"London"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	0.0646838	51.4905105	"Polytechnic St, Woolwich, London SE18 6PN, UK"
"6462"	NA	"Penlee House Museum"	"United Kingdom"	"England"	"Penzance, Cornwall"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6463"	NA	"Universidade do Porto"	"Portugal"	""	"P-4150-181 Porto"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-8.605948	41.1804589	"Universidade Portucalense, 4200-072 Porto, Portugal"
"6464"	NA	"Forest Service, USDA"	"USA"	"Oregon"	"Portland"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6465"	NA	"Museum of Local Studies"	"Russia"	""	"Perm 614600"	"Natural History Collections, Exhibition Building, Perm Regional Lore Museum, Sibirskaja Street 15.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6466"	NA	"Pfalzmuseum fur Naturkunde"	"Germany"	""	"D-67098 Bad Dürkheim"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6467"	NA	"Pomona College"	"USA"	"California"	"Claremont"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-84.4878752	33.6581993	"Pomona Way, East Point, GA 30344, USA"
"6468"	NA	"Tatranske muzeum v Poprade"	"Slovakia"	""	"Poprad"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	20.295414	49.0511221	"Poprad, Slovakia"
"6469"	NA	"Universita degli Studi di Napoli Federico II"	"Italy"	""	"I-80055 Portici"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	14.2201563	40.8667492	"Biblioteca del Dipartimento di pediatria dell'Università degli studi di Napoli Federico II, Via Sergio Pansini, 5, 80131 Napoli, Italy"
"6470"	NA	"Point Reyes National Seashore"	"USA"	"California"	"Point Reyes Station"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-122.7983974	38.0439757	"Point Reyes National Seashore, 1 Bear Valley Rd, Point Reyes Station, CA 94956, USA"
"6471"	NA	"BioCentro-UNELLEZ"	"Venezuela"	"Portuguesa"	"Mesa de Cavacas 3323"	"Universidad Nacional Experimental de los Llanos Ezequiel Zamora (UNELLEZ).  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6472"	NA	"Universita degli Studi di Napoli Federico II"	"Italy"	"Napoli"	"I-80055 Portici"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	14.2201563	40.8667492	"Biblioteca del Dipartimento di pediatria dell'Università degli studi di Napoli Federico II, Via Sergio Pansini, 5, 80131 Napoli, Italy"
"6473"	NA	"Adam Mickiewicz University"	"Poland"	""	"PL-61-713 Poznan"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6474"	NA	"Adam Mickiewicz University"	"Poland"	""	"61-614 Poznan"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6475"	NA	"Adam Mickiewicz University"	"Poland"	""	"PL-61-713 Poznan"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6476"	NA	"Agricultural Academy"	"Poland"	""	"PL-60-625 Poznan"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6477"	NA	"Adam Mickiewicz University"	"Poland"	""	"PL-61-614 Poznan"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6478"	NA	"Palawan State University"	"Philippines"	"Palawan"	"Puerto Princesa City"	"Barrangay Tiniguiban  "	NA	NA	"grbioorg"	"biodiversityinstitution"	118.7348187	9.7775434	"Palawan State University Library, Puerto Princesa South Road, Puerto Princesa, Palawan, Philippines"
"6479"	NA	"Pakistan Forest Institute"	"Pakistan"	"North-West Frontier Province"	"Peshawar"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	71.4833137	33.9985453	"Institute of Education and Research, University Rd, Peshawar, Pakistan"
"6480"	NA	"National Pingtung University of Science and Technology"	"Taiwan"	"Taiwan"	"912 Neipu, Pingtung"	"1 Hsueh Fu Road.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	120.595764	22.642089	"National Pingtung University of Science and Technology, Neipu Township, Pingtung County, Taiwan 912"
"6481"	NA	"M Utemisov Western Kazakhstanian State University"	"Kazakhstan"	""	"417000 Uralsk"	"Prospekt Dostyk-Druzhba 121.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6482"	NA	"Agricultural Development and Advisory Service"	"United Kingdom"	"England"	"Harpenden, Hertfordshire AL5 2BD"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6483"	NA	"USDA-ARS Poisonous Plant Research Lab"	"USA"	"Utah"	"Logan"	"1150 E. 1400 N.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6484"	NA	"Perm State Teacher Training University"	"Russia"	""	"614990 Perm"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6485"	NA	"National Museum in Prague"	"Czech Republic"	""	"CZ-190 00 Praha 9 - Horni Pocernice"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	14.4378005	50.0755381	"Prague, Czech Republic"
"6486"	NA	"Institute of Botany, Academy of Sciences"	"Czech Republic"	""	"CZ-25243 Pruhonice 1"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6487"	NA	"Prague Botanical Garden"	"Czech Republic"	"Troja"	"CZ-171 00 Praha 7"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	14.4378005	50.0755381	"Prague, Czech Republic"
"6488"	NA	"Charles University in Prague"	"Czech Republic"	""	"CZ-12801 Praha 2"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	14.4790226	50.0739978	"Ústav Ošetrovatelství, 100 00 Praha 10, Czech Republic"
"6489"	NA	"South African National Biodiversity Institute (SANBI)"	"South Africa"	"Gauteng Province"	"Pretoria 0001"	"2 Cussonia Avenue, Brummeria, Pretoria.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6490"	NA	"South African Forestry Research Institute"	"South Africa"	"Gauteng Province"	"Pretoria 0001"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6491"	NA	"Universidad Nacional Pedro Ruiz Gallo"	"Peru"	""	"Lambayeque"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-79.0174333	-8.0949408	"Pedro Ruíz Gallo, Trujillo 13001, Peru"
"6492"	NA	"Perthshire Society of Natural Science"	"United Kingdom"	"Scotland"	"Perth"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6493"	NA	"College of Eastern Utah"	"USA"	"Utah"	"Price"	"451 East 400 North.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-113.0583101	37.6761499	"E 70 S, Cedar City, UT 84720, USA"
"6494"	NA	"National Museum"	"Czech Republic"	""	"CZ-115 79 Praha 1"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6495"	NA	"University of Pretoria"	"South Africa"	"Gauteng Province"	"Pretoria 0002"	"Botany Building, Main Campus, corner of University and Lynwood roads, Hillcrest.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	28.226565	-25.7553002	"University of Pretoria Administration, Pedestrian Walkway, Pretoria, 0132, South Africa"
"6496"	NA	"Porvoo Museum of Natural History"	"Finland"	""	"FIN-06100 Porvoo"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	25.6652739	60.3931919	"Porvoo, Finland"
"6497"	NA	"University of Bradford"	"United Kingdom"	"England"	"Bradford, West Yorkshire BD7 1DP"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6498"	NA	"Pskov State University"	"Russia"	""	"180004 Pskov"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	28.3344734	57.8166994	"Pskov, Pskov Oblast, Russia"
"6499"	NA	"Universidad de Narino"	"Colombia"	"Nariño"	"Pasto"	"Ciudad Universitaria, Torobajo.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-75.5931616	6.2314286	"Av. Universidad de Medellín, Medellín, Antioquia, Colombia"
"6500"	NA	"Parasitic Seed Plants"	"USA"	"West Virginia"	"Burlington"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6501"	NA	"Philosophical Society of Southampton"	"United Kingdom"	"England"	"Southampton, Hampshire"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-1.4043509	50.9097004	"Southampton, UK"
"6502"	NA	"Prince of Songkla University"	"Thailand"	"Songkhla"	"Hat Yai 90112"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6503"	NA	"University of Botswana"	"Botswana"	""	"Maun"	"PSUB Herbarium, Okavango Research Institute Private Bag 285 Shorobe Road,"	NA	NA	"grbioorg"	"biodiversityinstitution"	25.9314627	-24.6619784	"University of Botswana Library, Gaborone, Botswana"
"6504"	NA	"Paisley Museum"	"United Kingdom"	"Scotland"	"Paisley"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6505"	NA	"National Tropical Botanical Garden"	"USA"	"Hawaii"	"Kalaheo, Kauai"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-159.4926237	21.8866858	"National Tropical Botanical Garden, 4425 Lawai Rd, Koloa, HI 96756, USA"
"6506"	NA	"Perth Museum and Art Gallery"	"United Kingdom"	"Scotland"	"Perth PH1 5LB"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	115.8604572	-31.9505269	"Perth WA, Australia"
"6507"	NA	"Literary and Antiquarian Society of Perth"	"United Kingdom"	"Scotland"	"Perth"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-3.430838	56.394994	"Perth, UK"
"6508"	NA	"Potato Introduction Station"	"USA"	"Wisconsin"	"Sturgeon Bay"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6509"	NA	"Ellesmere Chambers"	"United Kingdom"	"England"	"Preston, Lancashire"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-2.3553996	53.5038388	"Bank Chambers, Worsley Rd, Swinton, Manchester M27 0FW, UK"
"6510"	NA	"Karelian Research Centre, Russian Academy of Sciences"	"Russia"	""	"185910 Petrozavodsk"	"Pushkinskaya Street 11.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6511"	NA	"Pacific Union College"	"USA"	"California"	"Angwin"	"1 Angwin Avenue.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-92.235294	34.682609	"Union Pacific Railroad, Arkansas, USA"
"6512"	NA	"North-West University"	"South Africa"	"North-West Province"	"Potchefstroom 2520"	"J. S. van der Merwe Building, Hoffman Street.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	26.1865514	-29.1102486	"North Block, University Rd, Bloemfontein, 9301, South Africa"
"6513"	NA	"University of the Philippines"	"Philippines"	""	"1101 Quezon City"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	123.898724	10.322424	"University of The Philippines, Cebu City, Cebu, Philippines"
"6514"	NA	"Purdue University"	"USA"	"Indiana"	"West Lafayette"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-90.3250489	38.6643297	"Purdue Ave, University City, MO 63130, USA"
"6515"	NA	"Punjabi University"	"India"	"Punjab"	"Patiala 147 002"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	75.8040022	30.8995193	"Punjab Agricultural University, Ludhiana, Punjab, India"
"6516"	NA	"University of Peshawar"	"Pakistan"	"Khyber Pakhtunkhwa"	"Peshawar"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	71.4883364	34.0069668	"History Department, Palosi Rd, Peshawar, Pakistan"
"6517"	NA	"Purdue University"	"USA"	"Indiana"	"West Lafayette"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-90.3250489	38.6643297	"Purdue Ave, University City, MO 63130, USA"
"6518"	NA	"Puslinch House"	"United Kingdom"	"England"	"Yealmpton, Devon"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6519"	NA	"Colorado State University -- Pueblo"	"USA"	"Colorado"	"Pueblo"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-104.5920693	38.3163006	"University Park, 903 Bluestem Blvd, Pueblo, CO 81001, USA"
"6520"	NA	"Institute of Ecology of the Volga River Basin, Russian Academy of Science"	"Russia"	""	"Togliatti"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6521"	NA	"ORSTOM"	"Vanuatu"	""	"Port Vila"	"Office de la Recherche Scientifique et Technique d'Outre Mer.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6522"	NA	"VGKorolenko Poltava National Pedagogical University"	"Ukraine"	""	"Poltava-36000"	"Morguna St. 16  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6523"	NA	"Centro de Estudios y Colecciones Biologicas para la Conservacion"	"Paraguay"	""	"Asunción"	"Ruta Mariscal Estigarribia, Km 10.9, San Lorenzo.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6524"	NA	"Yunnan University"	"China"	"Yunnan"	"Kunming 650091"	"52 Cuihubei Road.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	102.7041537	25.0541605	"Yun Nan Da Xue, Wuhua Qu, Kunming Shi, Yunnan Sheng, China, 650021"
"6525"	NA	"Penzance Library"	"United Kingdom"	"England"	"Penzance, Cornwall"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6526"	NA	"Petrozavodsk State University"	"Russia"	"Republic of Karelia"	"Petrozavodsk 185640"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	34.3640396	61.7781617	"Petrozavodsk, Republic of Karelia, Russia"
"6527"	NA	"Universidad Central"	"Ecuador"	""	"Quito"	"Ciudadela Universitaria, A. Leiton s.n., Edificio Instituto de Ciencias Naturales.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-78.4685409	-0.1803052	"universidad central, Quito, Ecuador"
"6528"	NA	"Direccion Nacional Forestal, Ministerio de Agricultura y Ganaderia"	"Ecuador"	""	"Quito"	"Conocoto.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6529"	NA	"Universidad Central"	"Ecuador"	""	"Quito"	"Ciudadela Universitaria, Facultad de Filosofía,  sexto piso ala norte, Av. Caravajal  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-78.4685409	-0.1803052	"universidad central, Quito, Ecuador"
"6530"	NA	"Pontificia Universidad Catolica del Ecuador"	"Ecuador"	""	"Quito"	"Avenida 12 de Octubre y Roca.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-78.4900187	-0.2088094	"Coliseo PUCE, Bilbao, Quito 170143, Ecuador"
"6531"	NA	"Museo Ecuatoriano de Ciencias Naturales"	"Ecuador"	""	"Quito"	"Avenida Río Coca E6-115 e Isla Fernandina.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6532"	NA	"Ocean University of Qingdao"	"China"	"Shandong"	"Qingdao"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	120.336754	36.061314	"Ocean University of China Foreign Experts Apartment, Yin Hai Lu, Shinan Qu, Qingdao Shi, Shandong Sheng, China, 266003"
"6533"	NA	"Qinghai Institute for Drug Control"	"China"	"Qinhai"	"Xining"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6534"	NA	"Universite Laval"	"Canada"	"Québec"	"Sainte-Foy"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-71.270671	46.776635	"Université Laval, Ville de Québec, QC G1V, Canada"
"6535"	NA	"Institute of Forestry"	"China"	"Qinhai"	"Xining"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	111.6744102	40.7988599	"Lin Ye She Ji Yuan Xiao Qu, Yuquan Qu, Huhehaote Shi, Neimenggu Zizhiqu, China, 010070"
"6536"	NA	"Herbier Louis-Marie, Unviersite Laval"	"Canada"	"Québec"	"Québec"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-73.712409	45.6066487	"Laval, QC, Canada"
"6537"	NA	"Laurentian Forestry Centre, Canadian Forest Service"	"Canada"	"Québec"	"Sainte-Foy"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6538"	NA	"Universite Laval"	"Canada"	"Québec"	"Sainte-Foy"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-71.270671	46.776635	"Université Laval, Ville de Québec, QC G1V, Canada"
"6539"	NA	"General Grassland Station of Qinghai"	"China"	"Qinhai"	"Xining"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	101.780251	36.620938	"Qinghai, China"
"6540"	NA	"Queen s University"	"Canada"	"Ontario"	"Kingston"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-76.3287936	44.5697335	"Queens University Rd, Elgin, ON K0G 1E0, Canada"
"6541"	NA	"US Army Natick Research and Development Center"	"USA"	"Massachusetts"	"Natick"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6542"	NA	"Queen Mary College"	"United Kingdom"	"England"	"London"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-0.7627925	51.3326168	"Queen Mary Ave, Camberley GU15 3BL, UK"
"6543"	NA	"Universidad Autonoma de Queretaro, Centro Universitario"	"Mexico"	"Querétaro"	"76010 Querétaro"	"Centro Universitario, Cerro de las Campanas.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-100.4101587	20.5923888	"Centro Universitario, 76010 Santiago de Querétaro, Qro., Mexico"
"6544"	NA	"Musee du Quebec"	"Canada"	"Québec"	"Québec"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-73.665958	45.4309819	"Chemin du Musée, Montréal, QC, Canada"
"6545"	NA	"Ministere du Tourisme de la Chasse et de la Peche du Quebec"	"Canada"	"Québec"	"Montréal"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-73.5491361	52.9399159	"Québec, Canada"
"6546"	NA	"Seminaire de Quebec"	"Canada"	"Québec"	"Sainte-Foy"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-71.2732784	46.7832487	"Avenue du Séminaire, Ville de Québec, QC G1V, Canada"
"6547"	NA	"Biblioteca Ecuatoriana Aurelio Espinosa Polit"	"Ecuador"	""	"Quito"	"Cotocollao (n. of Quito airport), corner of Calles José Nogales 220 and Francisco Arcos.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6548"	NA	"Programa Nacional de Regionalizacion, Ministerio de Agricultura y Ganaderia"	"Ecuador"	""	"Quito"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6549"	NA	"Institut de technologie agroalimentaire"	"Canada"	"Québec"	"La Pocatière"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6550"	NA	"Qiqihar Teachers College"	"China"	"Heilongjiang"	"Qiqihar"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	123.918186	47.354348	"Qiqihar, Heilongjiang, China"
"6551"	NA	"Qinghai University"	"China"	"Qinhai"	"Xining"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	101.7544691	36.7228641	"Qing Hai Da Xue Lu, Chengbei Qu, Xining Shi, Qinghai Sheng, China"
"6552"	NA	"Universite Laval"	"Canada"	"Québec"	"Sainte-Foy"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-71.270671	46.776635	"Université Laval, Ville de Québec, QC G1V, Canada"
"6553"	NA	"Complexe scientifique"	"Canada"	"Québec"	"Sainte-Foy"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-71.308169	46.792786	"Rue du Complexe Scientifique, Québec City, QC G1P, Canada"
"6554"	NA	"Universidad San Francisco de Quito"	"Ecuador"	""	"Quito"	"Via Interoceanica y Jardines del Este, Circulo de Cumbaya.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-78.4685409	-0.1803052	"universidad central, Quito, Ecuador"
"6555"	NA	"University of the North, Qwa Qwa Campus"	"South Africa"	"Free State Province"	"Phuthaditjhaba 9866"	"Faculty of Natural and Applied Sciences, 2022 School of Life Sciences.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6556"	NA	"Qingyang Teachers College"	"China"	"Gansu"	"Xifeng"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	104.1171494	30.5982295	"Cheng Du Shi Jin Jiang Qu Jiao Shi Jin Xiu Xue Xiao, DongGuang, Jinjiang Qu, Chengdu Shi, Sichuan Sheng, China, 610110"
"6557"	NA	"Museu Nacional"	"Brazil"	"Rio de Janeiro"	"20949-040 Rio de Janeiro"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-47.8784189	-15.7887523	"Edifício CNC III - Asa Norte, Brasília - DF, 70040-020, Brazil"
"6558"	NA	"Institut Scientifique"	"Morocco"	""	"Rabat-Agdal"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-6.8390778	34.0062457	"L'Institut Scientifique, Avenue Ibn Batouta, Rabat, Morocco"
"6559"	NA	"Forest Research Institute"	"Myanmar"	"Pyinmana"	"Yezin"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6560"	NA	"Ramsey Public Library"	"Isle of Man"	""	"Ramsey"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-4.548056	54.236107	"Isle of Man"
"6561"	NA	"Ramkhamhaeng University"	"Thailand"	""	"Bangkok 10240"	"Ramkhamhaeng Road, Huamark, Bangkok.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	100.6183399	13.7615103	"Ramkhamhang University, Khwaeng Hua Mak, Khet Bang Kapi, Krung Thep Maha Nakhon 10240, Thailand"
"6562"	NA	"Royal Albert Memorial Museum"	"United Kingdom"	"England"	"Exeter, Devon EX4 3RX"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-3.5324656	50.7251989	"Royal Albert memorial Museum Art & Gallery, Exeter EX4, UK"
"6563"	NA	"Yangon University"	"Myanmar"	""	"Yangon"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	96.2871249	16.7350561	"E Yangon University Rd, Thanlyin, Myanmar (Burma)"
"6564"	NA	"Union of Burma Applied Research Institute"	"Myanmar"	""	"Yangon"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6565"	NA	"Laboratoire de Biologie Vegetale"	"Morocco"	""	"Rabat"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6566"	NA	"Pakistan Agricultural Research Council"	"Pakistan"	"Islamabad"	"Islamabad 45500"	"National Agricultural Research Centre, Park Road.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	69.345116	30.375321	"Pakistan"
"6567"	NA	"Jardim Botanico do Rio de Janeiro"	"Brazil"	"Rio de Janeiro"	"Rio de Janeiro"	"Rua Pacheco Leão 915.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-43.2227728	-22.9641719	"Jardim Botânico, Rio de Janeiro - State of Rio de Janeiro, Brazil"
"6568"	NA	"Universidade Federal Rural do Rio de Janeiro"	"Brazil"	"Rio de Janeiro"	"23851-970 Itaguaí"	"Old road between Rio and Sbo Paulo, Km 47.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-43.1728965	-22.9068467	"Rio de Janeiro, State of Rio de Janeiro, Brazil"
"6569"	NA	"Universidade Federal Rural do Rio de Janeiro"	"Brazil"	"Rio de Janeiro"	"23897-970 Seropédica"	"BR 465, km 7 (Antiga Rodovia Rio-São Paulo, km 47)  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-43.1728965	-22.9068467	"Rio de Janeiro, State of Rio de Janeiro, Brazil"
"6570"	NA	"Royal Botanic Society"	"United Kingdom"	"England"	"London"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6571"	NA	"East Divisional Library"	"United Kingdom"	"England"	"Rugby, Warwickshire"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6572"	NA	"Rutgers University"	"USA"	"New Jersey"	"Camden"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-118.3041182	33.8095174	"Rutgers Pl, Harbor City, CA 90710, USA"
"6573"	NA	"Rochdale Museum Service"	"United Kingdom"	"England"	"Rochdale, Greater Manchester OL16 4AQ"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-2.1561	53.6097136	"Rochdale, UK"
